Animal_ID,Species,Age,Gender,Weight_kg,BMI,Medical_Condition,Daily_Caloric_Intake,Protein_Intake,Fat_Intake,Carbohydrate_Intake,Water_Intake,Activity_Level,Metabolic_Rate,Heart_Rate,Respiratory_Rate,Feeding_Frequency
3161,Cow,7,Female,411.68,179.98,BRD,2219.3,100.5,126.3,239.3,3.36,Moderate,846.4,159,11,1
3162,Cat,19,Male,,93.24,Dental Disease,2212.3,93.9,26.8,153.4,2.21,Active,,124,21,2
3163,Cat,11,Female,,40.19,Upper Respiratory Infections,,138.4,60.2,58.7,1.84,Moderate,,,16,2
3164,Rabbit,18,Female,25.93,61.77,GI Stasis,2424.4,81.8,101.1,224.6,1.74,Active,,64,17,3
3165,Cat,7,Female,,28.14,Dental Disease,,115.9,93.1,23.2,1.95,Active,,143,29,3
3166,Cat,15,Male,16.5,65.19,FIV,749.9,147.8,81,196.3,4.17,Moderate,686.8,132,12,3
3167,Rabbit,1,Male,35.46,77.21,Pasteurellosis,,98.4,6.9,264.8,4.28,Sedentary,1409.9,68,10,2
3168,Sheep,10,Female,111.15,285.46,Parasites,639.8,29.3,53.7,23.3,4.46,Moderate,,150,18,2
3169,Cow,8,Female,496.13,162.89,Mastitis,540.9,,,,0.92,Active,1525.5,147,27,2
3170,Rabbit,17,Male,37.86,115.15,Dental Disease,2224,100.1,,28.8,1.17,Moderate,1227.7,122,23,1
3171,Cat,17,Male,33.6,107.1,Hyperthyroidism,2326.3,,80.8,257.6,1.25,Sedentary,,65,12,1
3172,Dog,19,Male,39.15,146.07,Heartworm,1240.7,83.1,19.7,,2.82,Moderate,817.4,,17,3
3173,Sheep,6,Female,49.16,116.68,Parasites,1702.5,17,23,233.3,1.61,Sedentary,1074.6,89,,3
3174,Rabbit,12,Female,22.95,,Myxomatosis,936.7,139.9,188.2,102.8,3.94,Sedentary,1666.8,136,25,1
3175,Cat,14,Female,,29.65,Chronic Kidney Disease,1959.7,134.1,125.7,111.9,4.58,Active,1363.7,87,19,4
3176,Cow,6,Female,522.83,242.94,Milk Fever,2125.6,78.2,,94.8,4.16,Moderate,952.1,,25,3
3177,Horse,13,Female,520.24,205.65,EHV,661.7,58.6,52.7,259.5,2.32,Active,578,78,21,3
3178,Rabbit,8,Male,13.45,33.45,RHD,1793.9,30.7,55.3,102.1,2.56,Moderate,1592.7,,29,2
3179,Horse,12,Male,,107.61,EMS,,140,68.9,197.6,0.68,Sedentary,1645,,21,1
3180,Sheep,15,Male,109.09,375.36,Pregnancy Toxemia,1965.5,83.1,19.7,194.2,,Moderate,762.7,79,12,1
3181,Sheep,8,Female,93.03,345.37,Caseous Lymphadenitis,2023.9,119.5,,,3.36,Moderate,439.2,115,14,1
3182,Sheep,4,Female,79.59,251.01,Pregnancy Toxemia,729.4,96.4,60.7,252.7,1.11,Moderate,1552.6,130,15,2
3183,Dog,18,Female,15.82,156.34,Canine Distemper,2099.8,,186.2,184.9,3.41,Active,,156,11,1
3184,Cat,20,Male,31.8,72.43,Hyperthyroidism,1368.4,16.7,71.9,109.8,1.81,Moderate,1582.9,154,24,4
3185,Horse,6,Male,647.9,247.46,EMS,227.5,62.9,,,4.61,Active,,71,17,3
3186,Dog,20,Male,26.42,,Parvovirus,,11,48.8,240.9,2.83,Active,301.2,84,20,3
3187,Cat,2,Male,14.8,91.9,Hyperthyroidism,1984.6,,196.2,155,,Sedentary,386.4,113,26,2
3188,Dog,4,Male,12.14,49.03,Heartworm,1998.1,138.4,74.4,,,Active,525.7,146,28,2
3189,Sheep,17,Male,41.18,115.97,Foot Rot,2345.8,91.2,,154.3,4.74,Moderate,906.2,133,22,3
3190,Horse,2,Female,649.84,299.46,EHV,397.5,107.2,165.2,27.2,4.3,Active,1346.7,,24,2
3191,Horse,11,Female,562.25,215.67,PPID,632,119.1,44.7,95.6,2.17,Moderate,,118,29,3
3192,Dog,19,Male,36.89,213.68,Canine Distemper,2330.3,142.5,184,123.7,3.08,Active,,,25,4
3193,Rabbit,10,Male,21.09,74.94,RHD,1926.5,31.5,22.5,277.7,2.76,Active,1131.3,111,24,4
3194,Dog,15,Female,36.41,155.56,Heartworm,1159.3,90.6,,289.9,4.72,Sedentary,1673.4,117,19,4
3195,Cow,15,Female,422.59,168.75,Bloat,518.4,,112.4,,4.57,Moderate,534.9,116,23,2
3196,Rabbit,12,Male,6.94,69.54,RHD,2125.7,63.5,175.8,63.7,1.09,Sedentary,533,,25,3
3197,Rabbit,12,Male,16.8,41.55,Dental Disease,,,,220.2,4.62,Sedentary,958.7,,20,1
3198,Horse,4,Male,552.05,193.27,Laminitis,2118.1,38.4,37.2,122.6,1.39,Active,332.7,142,12,4
3199,Horse,19,Male,714.52,290.36,PPID,1481.7,98.8,10.9,38.8,4.64,Sedentary,1290.4,141,28,1
3200,Sheep,8,Female,68.07,167.49,Enterotoxemia,1434.9,60.9,153.1,215,4.6,Sedentary,1424.1,70,28,1
3201,Cat,10,Male,15.36,140.45,FeLV,1586,26.6,134.5,,1.27,Moderate,352.5,130,24,1
3202,Cat,5,Female,18.84,44.81,Dental Disease,1165.4,128.7,,103.5,3.51,Moderate,,93,21,1
3203,Dog,11,Male,9.38,60.24,Heartworm,453,30,37.9,,1.79,Sedentary,408.7,126,18,1
3204,Cow,13,Female,418.8,,Bloat,1547.4,80.8,43.9,37.6,1.26,Sedentary,1688.6,115,15,3
3205,Horse,7,Female,457.31,201.79,EHV,1169.7,,126.6,280,3.57,Moderate,346.3,62,17,2
3206,Sheep,9,Female,75.89,214.51,Enterotoxemia,1256.1,143.5,,,3.61,Sedentary,,78,,4
3207,Horse,9,Female,645.99,233.86,EMS,1580.7,95.9,31.2,146.9,1.97,Sedentary,957.6,120,19,3
3208,Horse,12,Male,532.07,193.9,Colic,526.6,,188.5,,,Sedentary,1779.7,155,11,2
3209,Rabbit,11,Female,18,105.73,GI Stasis,750.7,86,187.7,50.9,1.7,Sedentary,328.7,97,18,4
3210,Dog,4,Male,18.35,77.53,Lyme Disease,860.9,135.5,175.8,244.3,3.61,Active,,121,18,4
3211,Cow,18,Female,332.46,126.24,Ketosis,1067.5,52.4,109.6,82,3.94,Active,1705.6,115,19,2
3212,Sheep,10,Female,43.41,156.07,Scrapie,424,89.6,,259.5,2.27,Sedentary,,82,25,4
3213,Sheep,4,Male,97.36,295.29,Parasites,559.7,,,260.9,1.74,Active,593.2,141,29,2
3214,Dog,11,Male,8.6,80.97,Allergies,,37.4,18.3,242.1,1.17,Moderate,1412,,10,2
3215,Sheep,6,Female,45.11,136.11,Foot Rot,1797.9,77.4,,296.6,,Moderate,,79,28,4
3216,Sheep,20,Female,110.49,314.1,Caseous Lymphadenitis,1742.4,48.4,99.3,223.2,3.63,Sedentary,917.6,143,12,4
3217,Cow,7,Female,304.12,96.18,Foot-and-Mouth,,114.8,95.2,263.6,1.79,Active,1273.9,127,25,3
3218,Rabbit,9,Female,,27.18,Uterine Tumors,362.5,16,,200.6,1.49,Active,969.4,101,16,4
3219,Cow,7,Female,459.27,146.3,Milk Fever,1347.7,26.3,,299.2,3.97,Moderate,445.6,145,,2
3220,Horse,3,Male,306.39,121.04,Colic,1177.7,96.8,19.3,120.1,3.71,Active,1340.7,82,12,2
3221,Sheep,10,Male,76.88,280.85,Enterotoxemia,876.8,20.6,169.3,,2.02,Moderate,1344.2,155,20,2
3222,Cow,5,Male,699.08,253.24,Johnes,1351.6,54.5,10.6,175.2,3.96,Sedentary,1615.4,137,14,4
3223,Cow,3,Female,540.83,180.41,Milk Fever,659.9,,185.1,169.8,2.99,Moderate,854.2,106,12,2
3224,Horse,6,Female,604.73,206.18,Equine Influenza,510.9,40.3,150.4,163.1,3.53,Sedentary,1623.5,98,29,2
3225,Horse,10,Female,747.47,267.18,Laminitis,,118.9,127.8,,0.52,Active,947.1,66,28,3
3226,Cat,18,Female,39.41,166.78,Upper Respiratory Infections,365,144.4,35.3,99.5,0.97,Moderate,1141,,12,3
3227,Rabbit,8,Female,16.5,102.92,Encephalitozoon,654.6,141.1,65.2,68.2,4.52,Sedentary,1566.6,83,13,2
3228,Dog,2,Male,16.09,51.86,Heartworm,2019.4,22.2,100.4,,1.51,Active,1760.7,,,2
3229,Horse,1,Female,678.91,220.4,PPID,,110.8,154.4,,1.22,Sedentary,1327.5,154,21,2
3230,Cat,8,Female,,126.57,Chronic Kidney Disease,2298.7,116,45.2,29,,Sedentary,1561.1,62,20,4
3231,Cat,2,Male,26.35,,Chronic Kidney Disease,1720.9,34.7,168,253.6,4.47,Sedentary,310.1,,12,1
3232,Rabbit,1,Female,27.7,75.7,Pasteurellosis,1064.5,23.2,161.2,65.1,4.63,Active,585.9,112,20,1
3233,Dog,14,Female,32.13,89.34,Hip Dysplasia,495.7,24.5,125.8,113.2,,Active,,106,25,4
3234,Rabbit,8,Male,,32.77,Dental Disease,,79.6,137.4,196.5,3.56,Sedentary,1714.8,,27,1
3235,Rabbit,5,Female,32.15,89.45,Pasteurellosis,1211.2,132.3,,289.6,4.18,Active,,108,12,3
3236,Horse,18,Female,797.85,288.91,Equine Influenza,773.2,,59.1,,,Sedentary,1565.5,130,14,2
3237,Cow,2,Female,524.94,213.32,Ketosis,,33.3,,289.1,3.83,Sedentary,1509.1,71,16,1
3238,Sheep,17,Male,61.08,222.54,Enterotoxemia,2371.5,94.4,16.3,296.9,4.75,Sedentary,380.1,62,14,4
3239,Rabbit,9,Female,21.48,58.39,Encephalitozoon,1087.7,62.6,98.8,237.9,,Active,1622.4,95,25,3
3240,Horse,4,Male,536.29,175.48,EHV,552.1,147.5,99.4,44.3,0.65,Sedentary,583.4,102,10,1
3241,Cow,2,Female,344.61,118.35,Ketosis,,83.9,68.4,,3.41,Sedentary,1545.8,138,29,2
3242,Dog,15,Male,35.52,92.2,Hip Dysplasia,288,12.2,88.7,287.3,3.01,Active,384.5,,16,4
3243,Sheep,15,Male,98.56,230.01,Enterotoxemia,1618.4,116.7,188.5,,3.14,Moderate,332.7,77,22,4
3244,Cat,2,Female,14.09,34.46,Dental Disease,1857.4,141.1,,72.5,0.7,Sedentary,1786.8,,20,1
3245,Sheep,9,Female,85.13,260.83,Scrapie,1127.9,115,50.3,,1.63,Active,1657.5,149,28,4
3246,Sheep,1,Male,53.96,210.25,Parasites,1467.8,49.1,,151.5,2.26,Sedentary,681.7,,29,1
3247,Cow,8,Male,663.99,335.74,Foot-and-Mouth,2209.9,131.2,,,4.7,Active,676.4,94,,2
3248,Cow,8,Male,589.98,222.99,BRD,673,92.1,21.8,,2.76,Sedentary,972.1,117,19,1
3249,Rabbit,4,Male,17.27,61.5,Uterine Tumors,578.7,82.2,,95.1,1.17,Sedentary,1330.1,78,25,2
3250,Cat,17,Female,18.17,42.33,FLUTD,794.9,36.5,82.6,202.3,3.43,Active,1773.3,141,18,3
3251,Sheep,9,Male,43.44,132.54,Foot Rot,704.5,69.9,191.7,235.1,1.4,Moderate,562.7,135,15,2
3252,Horse,4,Female,699.65,229.29,Strangles,2213.3,107.2,140.9,299,4.42,Sedentary,,99,14,2
3253,Dog,12,Male,25.38,66.02,Pancreatitis,305.2,125.9,,185.5,,Moderate,1085.4,111,18,3
3254,Sheep,1,Male,,236.08,Caseous Lymphadenitis,394,,136.7,139.3,1.48,Sedentary,656.7,144,,1
3255,Horse,6,Female,628.74,287.9,Laminitis,2363.4,87.2,,259.5,3.44,Sedentary,1652.6,112,11,4
3256,Rabbit,19,Female,,32.54,GI Stasis,,132.3,32.3,,4.35,Active,681.6,146,23,3
3257,Cow,11,Male,396.56,154.93,Johnes,1339.6,144.5,,,3.51,Sedentary,1372.2,74,,4
3258,Cat,18,Male,26.84,73.3,Dental Disease,1534.2,108.6,76,216.7,,Active,528,100,23,1
3259,Rabbit,16,Female,14.99,34.88,Uterine Tumors,1999.5,131.4,18,237.9,4.81,Moderate,660.5,127,18,1
3260,Rabbit,1,Male,6.32,54.45,Encephalitozoon,1837.7,143,80,263,0.53,Sedentary,552.7,93,26,2
3261,Cat,4,Female,6.41,50.66,Chronic Kidney Disease,1056.7,59.5,112.5,,0.84,Sedentary,,,26,1
3262,Dog,3,Female,37.7,183.63,Heartworm,,124.7,116,84.3,1.83,Moderate,631.2,142,17,4
3263,Rabbit,18,Male,25.25,224.86,Myxomatosis,1917.1,96,199.1,,2.09,Sedentary,1038.6,134,26,3
3264,Dog,9,Female,21.06,114.54,Lyme Disease,2221.5,118.2,79.6,,3.35,Sedentary,1186.4,63,24,3
3265,Dog,14,Male,35.45,269.63,Heartworm,779.3,25.7,65,36,2.19,Moderate,,93,22,3
3266,Horse,11,Male,569.11,215.52,EMS,418.3,,,250.8,3.86,Sedentary,,122,24,1
3267,Dog,3,Female,18.9,58.6,Heartworm,443.3,110.9,,,1.67,Sedentary,772.4,98,23,1
3268,Sheep,2,Female,104.84,342.09,Caseous Lymphadenitis,1452.9,45.2,15.6,293.7,1.17,Active,,143,26,2
3269,Dog,2,Male,17.14,78.83,Canine Distemper,802.6,105,12.9,234.8,3.3,Sedentary,,,14,2
3270,Horse,16,Female,410.55,203.66,PPID,303.1,102.2,55.3,59.5,,Moderate,1466.9,87,19,3
3271,Rabbit,7,Female,36.01,97.83,Myxomatosis,2124.6,87.3,47,268.8,2.03,Active,,117,10,2
3272,Cat,1,Female,,139.02,Chronic Kidney Disease,2183.6,34.9,,,0.94,Active,305.3,145,16,1
3273,Cow,10,Male,653.46,,Milk Fever,1043.7,83,181.2,,4.5,Moderate,,92,11,1
3274,Sheep,3,Female,109.15,361.48,Caseous Lymphadenitis,502,99.1,121.8,181.8,1.12,Moderate,1781.6,96,25,3
3275,Rabbit,20,Female,25.04,58.89,RHD,,,,169.8,4.15,Sedentary,767.1,112,10,3
3276,Cow,18,Female,790.62,,Foot-and-Mouth,1758.6,56.7,21,34.6,1.23,Moderate,1190.8,120,23,4
3277,Sheep,1,Male,108.78,277.23,Foot Rot,1781.9,108.4,70.3,115.6,2.64,Active,601.4,143,12,4
3278,Cat,6,Male,9.86,57.22,Chronic Kidney Disease,1814.2,99.5,58.1,,2.58,Moderate,861.2,137,11,2
3279,Cat,20,Female,29.49,123.38,Hyperthyroidism,2166.8,42.6,,188,3.07,Sedentary,447,108,12,4
3280,Rabbit,13,Male,33.72,100.41,Myxomatosis,,,118.2,,0.89,Sedentary,,,27,1
3281,Dog,2,Male,8.69,40.5,Canine Distemper,2475.6,76,118.1,126.1,,Active,1684.7,83,12,1
3282,Sheep,5,Female,112.39,308.48,Enterotoxemia,1012.4,129.2,96.2,,0.68,Sedentary,741.5,118,10,1
3283,Cat,2,Male,7.47,37.27,Hyperthyroidism,2299.1,24.6,181.6,207.5,4.91,Active,386.6,144,16,1
3284,Cat,9,Female,30.88,182.01,FLUTD,1676.6,66.2,109.3,208.2,,Active,1157.6,92,27,1
3285,Dog,13,Male,27.33,98.67,Pancreatitis,481.4,23.1,112.2,46.7,,Sedentary,1344.8,118,15,2
3286,Cow,9,Male,735.5,333.84,Foot-and-Mouth,,104.6,5.5,182.7,1.55,Sedentary,1674.7,99,19,1
3287,Dog,4,Female,28.59,,Parvovirus,1071.7,67.1,,,3.84,Active,1456.7,105,25,3
3288,Horse,9,Male,599.3,282.43,EMS,369.8,50.9,,96.4,0.86,Active,1341.8,144,19,4
3289,Sheep,3,Female,89.57,199.47,Foot Rot,768.4,128.3,,,1.66,Moderate,,78,15,1
3290,Horse,5,Female,729.9,281.9,Colic,1839.8,,124,69.6,,Active,,98,27,3
3291,Rabbit,13,Female,,364.33,Uterine Tumors,1000.4,111.9,139.6,,1.92,Active,312.8,101,22,4
3292,Horse,2,Female,634.02,246.77,EMS,,11.4,137.5,49,0.99,Active,,157,28,2
3293,Horse,6,Female,438.35,165.13,EMS,2290.2,146.3,60,140.6,1.22,Active,437.9,123,11,2
3294,Cow,2,Male,631.11,263.71,Milk Fever,1557.8,29.5,107.2,201.6,2.71,Moderate,1712.3,81,14,3
3295,Cat,12,Female,28.34,67.74,Chronic Kidney Disease,2392.3,51.5,116.8,,1.52,Sedentary,880.3,91,20,4
3296,Cat,19,Female,,,FLUTD,989.6,68.2,,,1.1,Active,,95,25,1
3297,Rabbit,15,Male,31.45,103.63,GI Stasis,2215.5,30.1,65.7,,0.94,Moderate,441.9,126,28,1
3298,Cat,5,Female,,45.22,Upper Respiratory Infections,2415.9,,35.3,276.8,1.85,Active,496.8,108,18,3
3299,Cat,15,Male,34.13,75.22,FLUTD,1391.5,136.2,134.6,,0.74,Moderate,398.5,120,28,3
3300,Sheep,13,Male,71.69,185.66,Foot Rot,1036.4,46.9,153.7,159.2,2.25,Moderate,694.1,110,21,2
3301,Cat,20,Male,28.79,284.52,FLUTD,1007.2,47.2,192.5,147.7,2.45,Moderate,1200.3,68,13,3
3302,Dog,4,Male,21.13,64.56,Pancreatitis,1175.6,92.7,,126.6,1.67,Active,533.9,139,24,3
3303,Dog,18,Male,6.39,14.77,Allergies,1719.9,103.7,,206.1,2.31,Active,803.5,129,11,3
3304,Dog,11,Female,15.92,102.81,Canine Distemper,,93.2,103.4,260.5,0.87,Moderate,652.8,,28,3
3305,Horse,7,Female,303.37,154.19,EHV,1954.8,,31.2,,1.04,Moderate,337.1,104,27,1
3306,Dog,2,Male,7.6,30.88,Allergies,1787.9,133.2,183.9,175.9,3.43,Active,1718.3,130,28,3
3307,Cow,7,Female,335.76,129.73,BRD,947.9,112.7,127,237.9,1.26,Moderate,,64,16,1
3308,Cat,1,Female,,40.05,Dental Disease,2053.4,90.2,11,,1.38,Sedentary,1060.9,143,,2
3309,Cat,3,Female,19.58,76.87,FLUTD,1943.2,72.5,92.6,113.9,3.9,Moderate,421.7,,26,4
3310,Cat,11,Female,20.51,48.59,Dental Disease,1621.4,146.5,,248.8,1.96,Active,983.5,65,24,1
3311,Sheep,17,Female,84.68,235.14,Parasites,629.8,127.3,178.1,,2.71,Moderate,,84,22,4
3312,Cow,11,Male,628.55,209.12,BRD,,46.5,97.6,72.9,4.86,Active,,,25,2
3313,Rabbit,2,Female,5.28,46.08,Dental Disease,1241.3,97.7,,253.5,2.76,Sedentary,1689.4,76,27,1
3314,Cow,8,Female,300.2,101.83,Milk Fever,245.8,42.7,66.9,196.8,,Sedentary,597.3,62,26,2
3315,Horse,16,Female,681.21,272.46,Equine Influenza,2480.5,89.9,13.7,274.8,2.39,Active,470.9,72,14,1
3316,Cow,2,Male,330.92,124.92,Mastitis,1828.9,112.5,59.8,207.5,,Active,1741.5,61,28,2
3317,Sheep,9,Male,92.67,,Enterotoxemia,1050.7,75.2,113.6,,3.66,Active,715.7,130,,1
3318,Rabbit,10,Female,,80.16,Pasteurellosis,1527.2,52.2,68.7,72.7,3.47,Active,1413.6,153,21,3
3319,Cat,13,Female,6.45,58.73,Hyperthyroidism,2248.5,57.7,15.8,85.4,3.45,Sedentary,660.7,,18,4
3320,Horse,13,Female,638.57,,Colic,287.2,130.6,157.8,122.4,1.97,Moderate,,68,22,4
3321,Rabbit,3,Male,24.78,134.58,RHD,795.2,19.9,113.6,228.2,4.92,Moderate,332.2,131,28,1
3322,Horse,18,Male,702.27,311.91,Colic,2380.2,137.7,42.3,113.5,1.93,Sedentary,1296.3,97,26,1
3323,Dog,16,Male,39.03,151,Hip Dysplasia,236.2,46.2,112.7,48.8,,Sedentary,567.6,,14,3
3324,Horse,6,Female,300.7,148.79,Equine Influenza,,96.2,140,94.2,0.74,Active,511.6,,12,3
3325,Cow,16,Male,362.41,180.06,Mastitis,1434.1,80.3,133.5,239.4,,Active,509.7,103,,1
3326,Horse,17,Male,662.83,212.87,Laminitis,,54,,293.5,3.25,Moderate,421.8,121,20,2
3327,Dog,10,Male,18.21,53.48,Pancreatitis,1189,135.9,35.6,69.5,2.24,Sedentary,1769.4,106,27,3
3328,Dog,4,Female,23.79,65.23,Parvovirus,2444.3,125.9,11.6,279.6,4.19,Sedentary,928.9,66,28,2
3329,Dog,8,Male,25.11,57.04,Allergies,226.8,87.2,34.5,21.5,0.74,Active,1742.7,135,27,2
3330,Horse,20,Female,421.24,146.27,Laminitis,980.8,67,110.1,164.6,4.25,Active,,156,,2
3331,Dog,2,Male,5.34,31.19,Parvovirus,818.9,,116.1,,1.51,Moderate,398.2,75,15,4
3332,Dog,9,Male,,46.52,Hip Dysplasia,536.3,26.6,135.8,294.1,,Sedentary,1756.5,146,25,2
3333,Cat,2,Male,31.41,240.62,Hyperthyroidism,2490.4,142.6,93.1,178.6,2.39,Active,,142,19,2
3334,Cow,1,Female,736.42,353.67,Foot-and-Mouth,2435.9,134.5,190.5,107,,Active,691.1,159,23,2
3335,Cow,16,Female,424.69,159.77,BRD,531.3,81.6,87.8,,0.86,Moderate,1145.3,146,16,3
3336,Sheep,2,Female,85.36,186.19,Parasites,1403.4,126.9,104.4,,1.91,Sedentary,653.1,68,22,1
3337,Dog,10,Male,39.07,155.72,Hip Dysplasia,419.6,138.7,116.3,,2.74,Sedentary,938.9,75,29,1
3338,Horse,11,Female,761.07,346.61,EHV,484.8,28.4,,187.9,2.6,Moderate,1663.9,142,13,2
3339,Sheep,13,Male,105.18,393.05,Foot Rot,1831,46.9,8.6,296.7,2.06,Sedentary,1328.6,159,12,2
3340,Dog,10,Male,24.87,83.27,Heartworm,2194.2,39.5,108.8,219.3,1.89,Moderate,425.7,105,11,4
3341,Cow,1,Female,508.04,215.03,Foot-and-Mouth,1590.8,,161.4,242.8,2.1,Sedentary,1095.7,65,10,3
3342,Sheep,2,Female,71.36,165.12,Pregnancy Toxemia,458.9,147.6,61.4,160.8,,Moderate,1654.2,87,24,1
3343,Dog,15,Male,10.65,57.49,Heartworm,,14.5,73,205.3,,Sedentary,1791.7,136,11,3
3344,Rabbit,6,Male,13.09,91.42,Encephalitozoon,2185.4,,102.2,28.6,0.88,Active,1770.5,131,16,1
3345,Rabbit,19,Female,31.29,232.82,RHD,1488.3,26.2,73.2,51.4,4.1,Active,,116,25,4
3346,Cow,19,Male,544.17,173.4,Milk Fever,1158.9,,39.2,,3.66,Moderate,,76,21,1
3347,Horse,4,Male,,207.89,PPID,1138,105.1,127.5,,1.89,Sedentary,782.3,134,19,3
3348,Cow,9,Male,422.12,150.02,BRD,1720.2,15.2,191.1,228,,Sedentary,1192.8,88,15,3
3349,Dog,14,Male,30.43,193.66,Canine Distemper,2304.8,56.6,83,,3.82,Sedentary,1224.9,107,24,3
3350,Sheep,10,Male,110.95,397.53,Scrapie,2287.8,75.4,99.2,289.9,4.8,Sedentary,1420.3,86,,3
3351,Rabbit,16,Female,24.24,154.73,Pasteurellosis,2005.6,137,20,50.9,3.58,Sedentary,857.5,125,10,3
3352,Rabbit,6,Male,22.36,179.95,Dental Disease,1014.1,108.3,78.1,188.3,1.25,Moderate,,,18,2
3353,Cat,5,Female,,213.91,Hyperthyroidism,,97.9,102.8,124.2,1.41,Moderate,744.8,85,21,1
3354,Dog,11,Male,7.1,56.82,Allergies,1872.1,28.1,48.4,81.5,2.64,Active,683.9,60,25,2
3355,Dog,9,Male,34.13,249.31,Canine Distemper,1793.1,50.6,195.2,222.8,3.7,Active,873.6,156,14,4
3356,Horse,10,Male,749.1,249.37,Colic,2312,71.5,10.4,110.6,2.41,Sedentary,1456,94,26,1
3357,Dog,16,Female,27.49,70.58,Hip Dysplasia,2022.1,52.3,173.8,85.1,,Sedentary,664.1,,28,4
3358,Horse,18,Male,483.28,222.38,Strangles,2450.8,71.3,120.6,191.2,0.77,Sedentary,1517.1,,27,2
3359,Cow,10,Male,543.57,251.55,Ketosis,,138.8,,214,3.19,Moderate,582.8,104,20,4
3360,Sheep,12,Female,67.47,150.98,Enterotoxemia,2322,,70.4,23.6,4.99,Active,843.9,144,24,4
3361,Rabbit,6,Female,,198.38,Myxomatosis,2440.3,82.6,,167,2.08,Active,1071,88,16,1
3362,Horse,17,Female,413.58,188.31,Colic,2282,85.3,,76.4,2.23,Moderate,1347.6,87,20,2
3363,Cat,15,Male,26.2,73.22,Upper Respiratory Infections,,118.3,,,0.54,Moderate,1695.5,70,21,1
3364,Rabbit,14,Female,19.6,120.15,Myxomatosis,2365.3,146.5,,229.1,,Sedentary,935.3,113,23,2
3365,Rabbit,9,Female,17.99,51.87,Encephalitozoon,,147.5,161.2,202,1.36,Moderate,1741,126,12,2
3366,Horse,17,Female,465.61,210.52,PPID,1032,102.3,114.3,173.7,2.96,Moderate,1582.5,148,19,4
3367,Cow,12,Male,315.32,145.19,Johnes,1247.3,,59.2,196.5,,Moderate,1507.5,64,27,3
3368,Horse,2,Male,500.23,205.03,PPID,349.4,,,,1.86,Moderate,,158,27,1
3369,Horse,15,Male,768.84,263.33,Laminitis,1148.5,19.5,8.7,97.6,3.35,Active,541.9,133,29,4
3370,Horse,11,Female,517.61,231.78,EHV,768.9,32.7,154.9,,,Active,579.2,148,16,3
3371,Dog,18,Male,33.43,264.67,Heartworm,1854.6,134.7,175.2,91.6,2.26,Active,941.2,148,20,1
3372,Sheep,11,Male,46.86,123.53,Caseous Lymphadenitis,,114.7,,271.8,2.21,Moderate,954.1,114,24,4
3373,Cow,9,Female,313.5,,Johnes,2348.3,44.2,166.5,,3.84,Moderate,1087.7,158,18,1
3374,Rabbit,14,Female,,109.49,Uterine Tumors,1623.7,67.7,139.4,262.5,0.69,Active,1639,97,20,1
3375,Cow,2,Male,794.72,288.09,Ketosis,1989.1,18.7,188.9,164,,Moderate,486.1,68,12,2
3376,Horse,2,Female,587.17,274.67,Equine Influenza,2069.2,131,,217.7,2.95,Sedentary,969.1,104,12,4
3377,Sheep,19,Female,51.11,176.38,Scrapie,354.8,52.2,,,1.83,Moderate,,71,13,1
3378,Cow,6,Male,623.73,244.9,Foot-and-Mouth,2087.8,86.6,,256.1,1.51,Active,401.3,76,19,1
3379,Cat,14,Male,,51.67,Dental Disease,,148.1,193.9,,3.27,Sedentary,1644.9,95,27,2
3380,Rabbit,9,Male,34.27,162.17,Uterine Tumors,,35.3,140.1,105.4,3.73,Sedentary,624.9,140,29,3
3381,Rabbit,17,Male,33.19,95.61,Pasteurellosis,1354,133.5,98.3,214.8,3.83,Sedentary,1447.4,121,20,2
3382,Cat,4,Male,37.47,258.13,FLUTD,1271.9,46.2,139.7,,,Sedentary,,,29,1
3383,Dog,6,Male,10.15,30.28,Parvovirus,,26.1,199.4,,4.64,Moderate,548,73,,1
3384,Sheep,11,Male,94.35,197.09,Foot Rot,1226.4,13.1,159.7,266.2,1.06,Sedentary,310,,,1
3385,Dog,3,Female,13.42,89.93,Hip Dysplasia,1167.4,,188.9,145.5,,Sedentary,,134,17,3
3386,Rabbit,5,Male,11.94,82.91,RHD,2087.3,10.3,192.9,30,,Sedentary,1150.8,118,13,4
3387,Rabbit,2,Female,18.61,43.9,GI Stasis,875.7,143.3,162.3,98.4,1.86,Sedentary,,81,28,1
3388,Dog,14,Female,,129.62,Lyme Disease,,35.7,46.8,213.9,4.03,Active,830.7,108,26,4
3389,Horse,12,Male,705.56,222.31,Colic,764.5,123.7,162.9,109.8,4.65,Active,757.3,119,28,4
3390,Cat,12,Male,34.45,70.57,Upper Respiratory Infections,1131.9,130.6,20.7,243.1,0.79,Sedentary,1033.9,110,10,4
3391,Cat,19,Female,29.75,62.87,Chronic Kidney Disease,2300.5,21.9,79.9,27.1,0.85,Active,425.9,66,27,4
3392,Cat,11,Male,24.19,139.18,Upper Respiratory Infections,1287.5,63.6,195.7,,0.55,Moderate,1550.2,132,16,3
3393,Cow,3,Female,703.98,264.44,Mastitis,2341.1,48.8,104.3,295.3,2.87,Sedentary,1146.4,74,20,2
3394,Cat,7,Male,38.04,,Upper Respiratory Infections,1069.4,12.1,108.5,177.5,1.77,Moderate,624.6,151,23,2
3395,Cow,1,Male,308.02,149.91,Milk Fever,401.3,69.3,146.9,98.4,3.31,Sedentary,,,29,4
